Date,Open,High,Low,Close,Adj Close,Volume,FEDFUNDS,CPALTT01USM661S,DTWEXBGS,WALCL,GDPC1,DGS3MO,EMVOVERALLEMV,RBUSBIS,PAYEMS,IRLTLT01USM156N,DGS2,VIXCLS,EMVMACROINTEREST,EMVMACROBUS,DGS10,DFII10,H-L,O-C,3day MA,10day MA,Std_dev,Increase_Decrease,Buy_Sell_on_Open,Buy_Sell,Returns,day,month,year,breakeven_rate
2010-10-01,26.65999984741211,26.700000762939453,26.614999771118164,26.614999771118164,22.697999954223636,3400.0,0.19,92.4132024285178,,2308092.0,16960.864,0.16,17.02103,81.28,130620.0,2.54,0.42,22.5,4.26766,0.09925,2.54,0.75,0.08500099182128906,-0.04500007629394531,26.74333318074544,27.14849987030029,0.21087331000323398,0,0,0,0.0,1,10,2010,-1.79
2010-10-04,26.614999771118164,26.614999771118164,26.614999771118164,26.614999771118164,22.697999954223636,0.0,0.19,92.4132024285178,,2308092.0,16960.864,0.13,17.02103,81.28,130620.0,2.54,0.41,23.53,4.26766,0.09925,2.5,0.72,0.0,0.0,26.74333318074544,27.14849987030029,0.21087331000323398,1,0,1,0.0,4,10,2010,-1.78
2010-10-05,26.51000022888184,27.0,26.51000022888184,27.0,23.026338577270508,8800.0,0.19,92.4132024285178,,2308092.0,16960.864,0.12,17.02103,81.28,130620.0,2.54,0.41,21.76,4.26766,0.09925,2.5,0.65,0.4899997711181605,0.4899997711181605,26.74333318074544,27.14849987030029,0.21087331000323398,0,1,0,0.014465535682612662,5,10,2010,-1.85
2010-10-06,27.0,27.0,27.0,27.0,23.026338577270508,2000.0,0.19,92.4132024285178,,2308092.0,16960.864,0.13,17.02103,81.28,130620.0,2.54,0.38,21.49,4.26766,0.09925,2.41,0.52,0.0,0.0,26.74333318074544,27.14849987030029,0.21087331000323398,0,0,0,0.0,6,10,2010,-1.8900000000000001
2010-10-07,27.0,27.0,27.0,27.0,23.026338577270508,0.0,0.19,92.4132024285178,,2308092.0,16960.864,0.13,17.02103,81.28,130620.0,2.54,0.36,21.56,4.26766,0.09925,2.41,0.53,0.0,0.0,26.871666590372723,27.14849987030029,0.21087331000323398,1,0,1,0.0,7,10,2010,-1.8800000000000001
2010-10-08,26.895000457763672,27.21999931335449,26.790000915527344,27.21999931335449,23.213956832885746,31800.0,0.19,92.4132024285178,,2308092.0,16960.864,0.12,17.02103,81.28,130620.0,2.54,0.35,20.71,4.26766,0.09925,2.41,0.45,0.4299983978271449,0.32499885559081676,27.0,27.14849987030029,0.21862056953231812,1,1,1,0.008148122716832962,8,10,2010,-1.9600000000000002
2010-10-11,27.225000381469727,27.30500030517578,27.21999931335449,27.239999771118164,23.231014251708984,40000.0,0.19,92.4132024285178,,2308092.0,16960.864,0.12,17.02103,81.28,130620.0,2.54,0.35,18.96,4.26766,0.09925,2.41,0.45,0.08500099182129262,0.0149993896484375,27.073333104451496,27.14849987030029,0.126174241101424,0,0,1,0.0007347706931741804,11,10,2010,-1.9600000000000002
2010-10-12,27.059999465942383,27.38500022888184,26.8799991607666,27.38500022888184,23.35467529296875,6400.0,0.19,92.4132024285178,,2308092.0,16960.864,0.13,17.02103,81.28,130620.0,2.54,0.37,18.93,4.26766,0.09925,2.44,0.49,0.5050010681152379,0.3250007629394567,27.15333302815755,27.14849987030029,0.1668981698060023,0,1,1,0.005323071181425387,12,10,2010,-1.95
2010-10-13,27.420000076293945,27.934999465942383,27.420000076293945,27.780000686645508,23.691539764404297,4200.0,0.19,92.4132024285178,,2309885.0,16960.864,0.13,17.02103,81.28,130620.0,2.54,0.37,19.07,4.26766,0.09925,2.46,0.44,0.5149993896484375,0.3600006103515625,27.281666437784832,27.14849987030029,0.28918023593416164,0,1,0,0.014423971315036921,13,10,2010,-2.02
2010-10-14,27.71999931335449,27.73500061035156,27.6299991607666,27.6299991607666,23.563615798950195,2200.0,0.19,92.4132024285178,,2309885.0,16960.864,0.14,17.02103,81.28,130620.0,2.54,0.38,19.88,4.26766,0.09925,2.52,0.41,0.10500144958495738,-0.09000015258788707,27.468333562215168,27.14849987030029,0.24623186987814774,0,1,1,-0.005399622828339834,14,10,2010,-2.11
